ikibi	evil	noun			iki kibi ni bwoko ki?	which evil is this?
ikibuno	bum	noun			ikibuno kinini	large bum
Ikigande	Luganda	noun			ururimi rw'Ikigande	Luganda language
ikiganza	hand	noun			zamura ikiganza	lift up your hand
Ikigbe	Gbe	noun			ururimi rw'ikigbe	Gbe language
ikigore	female	noun		the gender that has the egg in making offspring	nyababyeyi ya ikigore	female's womb
ikigoroba	afternoon	noun			nzaza ikigoroba	I will come in the afternoon
ikigoryi	fool	noun			Umusazi! Ikigoryi!	Fool! Dimwit!
ikijojoba	drop	noun			ikijojoba ku kindi inkoko inywa amazi	drop by drop a chicken drinks water
Ikiluwo	Luwo	noun		modern written form of the Acholi and Dholuo language	mbasha gusoma Ikiluwo	I can read Luwo
Ikimalagasi	Malagasy	noun		a language of Madagascar	Ikimalagasi	Malagasy language
ikimenyetso	symbol	noun			ikimenyetso cya ububasha	symbol of power
ikimenyetso	sign	noun			ikimenyetso cya ikizere	a sign of hope
ikimera	plant	noun			ikimera gitukura	red plant
ikimwaro	shame	noun			ikimwaro na igisebo	shame and disgrace
ikimwaro	disgrace	noun			igisebo no ikimwaro	shame and disgrace
ikintu	thing	noun		a reference to an unnamed object	ikintu; ibintu	the thing; the things
ikintu	something	noun			gufata ikintu ukomeje	to hold something firmly
ikintu	something	pronoun			nyereka ikintu	show me something
ikinure	grease	noun			ikinure mu ipanu	grease in a pan
ikinyamakuru	paper	noun			ikinyamakuru cya none	today's paper
ikinyampandeshanu	pentagon	noun			ikinyampandeshanu kigira inguni eshanu	a pentagon has five angles
ikinyampandeshestatu	hexagon	noun		a polygon with six angles	ikinyampandeshestatu kigira inguni esheshatu	a hexagon has six angles
ikinyampandezirindwi	heptagon	noun			ikinyampandezirindwi kigira inguni zirindwi	a heptagon has seven angles
ikinyampandicumi	decagon	noun			ikinyampandicumi kigira inguni icumi	a decagon has ten angles
ikinyampandicyenda	nonagon	noun			ikinyampandicyenda kigira impande icyenda	a nonagon has nine angles
ikinyampandumunani	octagon	noun			ikinyampandumunani kigira inguni umunani	an octagon has eight angles
ikinyamushongo	snail	noun			ndya ibinyamushongo	I eat snails
ikinyoma	lie	noun			ni ikinyoma	it is a lie
ikinyugunyugu	butterfly	noun			ikinyugunyugu ni cyiza	a butterfly is beautiful
ikirahure	lens	noun			ikirahure cya kamera	lens of a camera
ikirango	logo	noun			ikirango cya itorero	church logo
ikiraro	coop	noun			ikiraro cy'inkoko	hen coop
ikiremwa	being	noun			ikiremwa muntu	human being
